Date,Open,High,Low,Close,Adj Close,Volume
2023-12-06,244.899994,251.600006,243.000000,247.050003,247.050003,45262700
2023-12-07,249.000000,250.699997,245.100006,249.149994,249.149994,23000400
2023-12-08,249.000000,250.500000,240.000000,244.250000,244.250000,19056790
2023-12-11,244.850006,247.000000,243.050003,245.600006,245.600006,8875953
2023-12-12,246.050003,247.300003,238.300003,240.550003,240.550003,12749590
2023-12-13,242.000000,242.399994,235.350006,239.750000,239.750000,13774940
2023-12-14,242.899994,243.750000,238.050003,238.600006,238.600006,14352890
2023-12-15,240.000000,242.600006,236.399994,237.649994,237.649994,26225280
2023-12-18,241.000000,242.199997,237.600006,240.149994,240.149994,17001750
2023-12-19,240.300003,240.800003,237.899994,238.300003,238.300003,13053450
2023-12-20,238.899994,248.199997,230.050003,232.100006,232.100006,44628840
2023-12-21,230.850006,238.699997,229.000000,238.000000,238.000000,17015300
2023-12-22,238.750000,239.750000,234.600006,236.750000,236.750000,10871310
2023-12-26,237.250000,238.000000,233.699997,234.699997,234.699997,11865880
2023-12-27,236.000000,237.250000,233.000000,234.000000,234.000000,12430460
2023-12-28,235.000000,236.350006,232.550003,233.350006,233.350006,10533950
2023-12-29,233.899994,235.199997,232.250000,232.949997,232.949997,11614920
2024-01-01,233.350006,236.399994,233.300003,234.550003,234.550003,7919961
2024-01-02,235.000000,236.000000,232.000000,235.350006,235.350006,9216592
2024-01-03,235.399994,236.000000,233.550003,234.500000,234.500000,9864949
2024-01-04,238.850006,243.250000,236.800003,241.399994,241.399994,32808930
2024-01-05,244.500000,248.199997,241.500000,243.649994,243.649994,29722060
2024-01-08,246.850006,246.899994,240.300003,242.399994,242.399994,21118010
2024-01-09,243.899994,244.649994,241.500000,242.149994,242.149994,10689240
2024-01-10,242.000000,242.300003,239.300003,240.949997,240.949997,11798540
2024-01-11,243.000000,253.399994,240.649994,251.550003,251.550003,45792810
2024-01-12,255.000000,259.350006,253.699997,255.050003,255.050003,46763290
2024-01-15,258.000000,269.700012,257.049988,266.750000,266.750000,68617370
2024-01-16,254.100006,258.000000,246.500000,248.850006,248.850006,70456850
2024-01-17,247.000000,247.000000,242.149994,242.550003,242.550003,28318080
2024-01-18,null,null,null,null,null,null
2024-01-19,245.850006,249.149994,245.399994,246.250000,246.250000,16563070
2024-01-23,247.850006,248.050003,240.000000,240.399994,240.399994,13184700
2024-01-24,240.000000,241.550003,237.100006,239.750000,239.750000,15276800
2024-01-25,240.399994,242.649994,238.899994,239.850006,239.850006,12352490
2024-01-29,242.000000,254.399994,240.000000,251.000000,251.000000,41148260
2024-01-30,253.149994,253.949997,247.100006,247.699997,247.699997,15292450
2024-01-31,247.649994,250.600006,246.100006,248.250000,248.250000,15183900
2024-02-01,251.000000,254.699997,249.199997,252.399994,252.399994,24323320
2024-02-02,252.500000,257.299988,250.600006,253.800003,253.800003,30218950
2024-02-05,256.350006,295.700012,255.699997,289.100006,289.100006,211028600
2024-02-06,285.700012,285.700012,266.049988,270.950012,270.950012,86635610
2024-02-07,273.450012,275.700012,267.399994,268.500000,268.500000,30963700
2024-02-08,270.000000,270.399994,261.950012,262.799988,262.799988,21948920
2024-02-09,264.399994,276.299988,258.399994,273.000000,273.000000,51120880
2024-02-12,276.100006,281.100006,267.700012,271.450012,271.450012,47043870
2024-02-13,270.450012,275.399994,263.700012,272.750000,272.750000,31220100
2024-02-14,269.899994,275.000000,268.549988,273.000000,273.000000,21374190
2024-02-15,275.000000,279.000000,273.000000,274.049988,274.049988,19477720
2024-02-16,275.299988,276.750000,271.000000,271.899994,271.899994,14337050
2024-02-19,273.250000,277.100006,271.899994,274.000000,274.000000,18390280
2024-02-20,274.200012,289.299988,273.600006,281.700012,281.700012,55688590
2024-02-21,284.000000,294.500000,283.200012,290.100006,290.100006,64130100
2024-02-22,291.700012,305.299988,291.100006,302.850006,302.850006,75689290
2024-02-23,305.799988,347.000000,305.350006,333.950012,333.950012,270077100
2024-02-26,340.450012,348.000000,325.750000,327.799988,327.799988,107359700
2024-02-27,329.299988,338.700012,316.549988,318.500000,318.500000,57002010
2024-02-28,320.000000,322.450012,306.049988,308.299988,308.299988,48176150
2024-02-29,312.000000,322.000000,308.000000,310.000000,310.000000,81356670
2024-03-01,313.500000,321.600006,311.549988,317.899994,317.899994,37623310
2024-03-04,329.950012,331.500000,320.600006,322.600006,322.600006,24183880
2024-03-05,324.000000,327.899994,319.500000,321.700012,321.700012,18301430
2024-03-06,322.950012,333.899994,321.350006,326.350006,326.350006,53717380
2024-03-07,329.000000,337.399994,324.200012,333.899994,333.899994,35988720
2024-03-11,336.899994,359.850006,332.450012,355.649994,355.649994,121739300
2024-03-12,360.000000,374.500000,358.750000,361.850006,361.850006,111054000
2024-03-13,363.700012,366.899994,324.500000,328.200012,328.200012,99102080
2024-03-14,328.000000,341.500000,318.000000,338.350006,338.350006,74698600
2024-03-15,340.000000,348.850006,336.450012,344.750000,344.750000,55087410
2024-03-18,346.950012,359.700012,342.500000,352.549988,352.549988,48365400
2024-03-19,353.399994,357.899994,347.000000,353.299988,353.299988,42007910
2024-03-20,353.299988,356.350006,335.649994,337.500000,337.500000,50983690
2024-03-21,344.500000,348.299988,337.100006,338.700012,338.700012,28731850
2024-03-22,338.000000,346.899994,336.700012,344.649994,344.649994,20534933
